,Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
154,1993,regular,Chris Gatling,C,26,Golden State Warriors,82,23,15.8,0.0,1295.6000000000001,0.0
155,1993,regular,Kenny Gattison,PF,29,Charlotte Hornets,77,18,21.4,0.0,1647.8,0.0
156,1993,regular,Andrew Gaze,SG,28,Washington Bullets,7,0,10.0,0.0,70.0,0.0
157,1993,regular,Matt Geiger,C,24,Miami Heat,72,0,16.7,0.0,1202.3999999999999,0.0
158,1993,regular,Kendall Gill,SG,25,Seattle Supersonics,79,77,30.8,0.0,2433.2000000000003,0.0
159,1993,regular,Armen Gilliam,PF,29,New Jersey Nets,82,5,24.0,0.0,1968.0,0.0
160,1993,regular,Mike Gminski,C,34,TOT,29,7,10.7,0.0,310.29999999999995,0.0
163,1993,regular,Ricky Grace,PG,26,Atlanta Hawks,3,0,2.7,0.0,8.100000000000001,0.0
164,1993,regular,Greg Graham,SG,23,Philadelphia 76ers,70,6,12.7,0.0,889.0,0.0
165,1993,regular,Paul Graham,SG,26,Atlanta Hawks,21,0,6.1,0.0,128.1,0.0
166,1993,regular,Gary Grant,PG,28,Los Angeles Clippers,78,8,19.7,0.0,1536.6,0.0
167,1993,regular,Harvey Grant,SF,28,Portland Trailblazers,77,73,27.4,0.0,2109.7999999999997,0.0
168,1993,regular,Horace Grant,PF,28,Chicago Bulls,70,69,36.7,0.0,2569.0,0.0
169,1993,regular,Josh Grant,PF,26,Golden State Warriors,53,0,7.2,0.0,381.6,0.0
170,1993,regular,Jeff Grayer,SG,28,Golden State Warriors,67,4,16.4,0.0,1098.8,0.0
171,1993,regular,AC Green,PF,30,Phoenix Suns,82,55,34.5,0.0,2829.0,0.0
172,1993,regular,Litterial Green,PG,23,Orlando Magic,29,0,4.3,0.0,124.69999999999999,0.0
173,1993,regular,Sean Green,SG,23,TOT,36,0,9.3,0.0,334.8,0.0
176,1993,regular,Tom Gugliotta,PF,24,Washington Bullets,78,78,35.8,0.0,2792.3999999999996,0.0
177,1993,regular,Andres Guibert,C,25,Minnesota Timberwolves,5,0,6.6,0.0,33.0,0.0
178,1993,regular,Jay Guidinger,C,24,Cleveland Cavaliers,32,0,4.1,0.0,131.2,0.0
179,1993,regular,Jack Haley,PF,30,San Antonio Spurs,28,0,3.4,0.0,95.2,0.0
180,1993,regular,Geert Hammink,C,24,Orlando Magic,1,0,3.0,0.0,3.0,0.0
181,1993,regular,Tom Hammonds,PF,26,Denver Nuggets,74,2,11.9,0.0,880.6,0.0
182,1993,regular,Anfernee Hardaway,PG,22,Orlando Magic,82,82,36.8,0.0,3017.6,0.0
183,1993,regular,Derek Harper,PG,32,TOT,82,55,26.9,0.0,2205.7999999999997,0.0
186,1993,regular,Ron Harper,SG,30,Los Angeles Clippers,75,75,38.1,0.0,2857.5,0.0
187,1993,regular,Lucious Harris,SG,23,Dallas Mavericks,77,0,15.1,0.0,1162.7,0.0
188,1993,regular,Tony Harris,SG,26,Boston Celtics,5,0,17.6,0.0,88.0,0.0
189,1993,regular,Antonio Harvey,PF,23,Los Angeles Lakers,27,6,9.1,0.0,245.7,0.0
190,1993,regular,Scott Haskin,C,23,Indiana Pacers,27,2,6.9,0.0,186.3,0.0
191,1993,regular,Hersey Hawkins,SG,27,Charlotte Hornets,82,82,32.3,0.0,2648.6,0.0
192,1993,regular,Skeeter Henry,SG,26,Phoenix Suns,4,0,3.8,0.0,15.2,0.0
193,1993,regular,Steve Henson,PG,25,Charlotte Hornets,3,0,5.7,0.0,17.1,0.0
194,1993,regular,Carl Herrera,PF,27,Houston Rockets,75,0,17.2,0.0,1290.0,0.0
195,1993,regular,Rod Higgins,SF,34,Cleveland Cavaliers,36,11,15.2,0.0,547.1999999999999,0.0
196,1993,regular,Tyrone Hill,PF,25,Cleveland Cavaliers,57,20,25.4,0.0,1447.8,0.0
197,1993,regular,Donald Hodge,C,24,Dallas Mavericks,50,0,8.6,0.0,430.0,0.0
198,1993,regular,Tito Horford,C,28,Washington Bullets,3,0,9.3,0.0,27.900000000000002,0.0
199,1993,regular,Jeff Hornacek,SG,30,TOT,80,62,35.3,0.0,2824.0,0.0
202,1993,regular,Robert Horry,SF,23,Houston Rockets,81,81,29.3,0.0,2373.3,0.0
203,1993,regular,Allan Houston,SG,22,Detroit Pistons,79,20,19.2,0.0,1516.8,0.0
204,1993,regular,Byron Houston,PF,24,Golden State Warriors,71,2,12.2,0.0,866.1999999999999,0.0
205,1993,regular,Stephen Howard,SF,23,Utah Jazz,9,0,5.9,0.0,53.1,0.0
206,1993,regular,Jay Humphries,SG,31,Utah Jazz,75,19,21.6,0.0,1620.0,0.0
207,1993,regular,Lindsey Hunter,PG,23,Detroit Pistons,82,26,26.5,0.0,2173.0,0.0
208,1993,regular,Bobby Hurley,PG,22,Sacramento Kings,19,19,26.3,0.0,499.7,0.0
209,1993,regular,Jaren Jackson,SG,26,Portland Trailblazers,29,0,6.4,0.0,185.60000000000002,0.0
210,1993,regular,Jim Jackson,SG,23,Dallas Mavericks,82,82,37.4,0.0,3066.7999999999997,0.0
211,1993,regular,Mark Jackson,PG,28,Los Angeles Clippers,79,79,34.3,0.0,2709.7,0.0
212,1993,regular,Stanley Jackson,SG,23,Minnesota Timberwolves,17,0,5.4,0.0,91.80000000000001,0.0
213,1993,regular,Dave Jamerson,SG,26,TOT,5,0,2.8,0.0,14.0,0.0
216,1993,regular,Henry James,PF,28,Los Angeles Clippers,12,0,6.3,0.0,75.6,0.0
217,1993,regular,Keith Jennings,PG,25,Golden State Warriors,76,2,14.4,0.0,1094.4,0.0
218,1993,regular,Chris Jent,SF,24,Houston Rockets,3,0,26.0,0.0,78.0,0.0
219,1993,regular,Avery Johnson,PG,28,Golden State Warriors,82,70,28.4,0.0,2328.7999999999997,0.0
220,1993,regular,Dave Johnson,SG,23,Chicago Bulls,17,0,7.0,0.0,119.0,0.0
221,1993,regular,Eddie Johnson,SF,34,Charlotte Hornets,73,27,20.0,0.0,1460.0,0.0
222,1993,regular,Ervin Johnson,C,26,Seattle Supersonics,45,3,6.2,0.0,279.0,0.0
223,1993,regular,Frank Johnson,PG,35,Phoenix Suns,70,5,12.5,0.0,875.0,0.0
224,1993,regular,Kevin Johnson,PG,27,Phoenix Suns,67,67,36.6,0.0,2452.2000000000003,0.0
225,1993,regular,Larry Johnson,PF,24,Charlotte Hornets,51,51,34.5,0.0,1759.5,0.0
226,1993,regular,Charles Jones,C,36,Detroit Pistons,42,0,20.9,0.0,877.8,0.0
227,1993,regular,Popeye Jones,PF,23,Dallas Mavericks,81,47,21.9,0.0,1773.8999999999999,0.0
228,1993,regular,Adonis Jordan,PG,23,Denver Nuggets,6,0,13.2,0.0,79.19999999999999,0.0
229,1993,regular,Reggie Jordan,SG,26,Los Angeles Lakers,23,0,11.3,0.0,259.90000000000003,0.0
230,1993,regular,Adam Keefe,PF,23,Atlanta Hawks,63,1,12.1,0.0,762.3,0.0
231,1993,regular,Shawn Kemp,PF,24,Seattle Supersonics,79,73,32.9,0.0,2599.1,0.0
232,1993,regular,Tim Kempton,PF,30,TOT,13,0,10.5,0.0,136.5,0.0
235,1993,regular,Steve Kerr,PG,28,Chicago Bulls,82,0,24.8,0.0,2033.6000000000001,0.0
236,1993,regular,Jerome Kersey,SF,31,Portland Trailblazers,78,6,16.4,0.0,1279.1999999999998,0.0
237,1993,regular,Alec Kessler,PF,27,Miami Heat,15,0,4.4,0.0,66.0,0.0
238,1993,regular,Warren Kidd,PF,23,Philadelphia 76ers,68,14,13.0,0.0,884.0,0.0
239,1993,regular,Chris King,SF,24,Seattle Supersonics,15,0,5.7,0.0,85.5,0.0
240,1993,regular,Rich King,C,24,Seattle Supersonics,27,0,2.9,0.0,78.3,0.0
241,1993,regular,Stacey King,C,27,TOT,49,30,21.5,0.0,1053.5,0.0
244,1993,regular,Greg Kite,C,32,Orlando Magic,29,0,10.7,0.0,310.29999999999995,0.0
245,1993,regular,Joe Kleine,C,32,Phoenix Suns,74,4,11.5,0.0,851.0,0.0
246,1993,regular,Negele Knight,PG,26,TOT,65,18,22.1,0.0,1436.5,0.0
249,1993,regular,Jon Koncak,C,30,Atlanta Hawks,82,78,22.2,0.0,1820.3999999999999,0.0
250,1993,regular,Larry Krystkowiak,PF,29,Orlando Magic,34,11,20.1,0.0,683.4000000000001,0.0
251,1993,regular,Toni Kukoc,SF,25,Chicago Bulls,75,8,24.1,0.0,1807.5,0.0
252,1993,regular,Christian Laettner,PF,24,Minnesota Timberwolves,70,67,34.7,0.0,2429.0,0.0
253,1993,regular,Bill Laimbeer,C,36,Detroit Pistons,11,5,22.5,0.0,247.5,0.0
254,1993,regular,Andrew Lang,C,27,Atlanta Hawks,82,0,19.6,0.0,1607.2,0.0
255,1993,regular,Eric Leckner,C,27,Philadelphia 76ers,71,36,16.4,0.0,1164.3999999999999,0.0
256,1993,regular,Tim Legler,PG,27,Dallas Mavericks,79,0,16.7,0.0,1319.3,0.0
257,1993,regular,Jim Les,PG,30,Sacramento Kings,18,0,9.4,0.0,169.20000000000002,0.0
258,1993,regular,Fat Lever,PG,33,Dallas Mavericks,81,54,24.0,0.0,1944.0,0.0
259,1993,regular,Marcus Liberty,SF,25,TOT,38,0,7.5,0.0,285.0,0.0
262,1993,regular,Todd Lichti,SG,27,TOT,13,0,9.7,0.0,126.1,0.0
266,1993,regular,Brad Lohaus,PF,29,Milwaukee Bucks,67,2,14.4,0.0,964.8000000000001,0.0
267,1993,regular,Grant Long,PF,27,Miami Heat,69,59,31.9,0.0,2201.1,0.0
268,1993,regular,Luc Longley,C,25,TOT,76,46,19.8,0.0,1504.8,0.0
271,1993,regular,George Lynch,SF,23,Los Angeles Lakers,71,46,24.8,0.0,1760.8,0.0
272,1993,regular,Malcolm Mackey,C,23,Phoenix Suns,22,0,3.1,0.0,68.2,0.0
273,1993,regular,Don MacLean,SF,24,Washington Bullets,75,69,33.2,0.0,2490.0,0.0
274,1993,regular,Mark Macon,SG,24,TOT,42,1,11.8,0.0,495.6,0.0
277,1993,regular,Gerald Madkins,SG,24,Cleveland Cavaliers,22,0,6.8,0.0,149.6,0.0
278,1993,regular,Rick Mahorn,PF,35,New Jersey Nets,28,0,8.1,0.0,226.79999999999998,0.0
279,1993,regular,Dan Majerle,SG,28,Phoenix Suns,80,76,40.1,0.0,3208.0,0.0
280,1993,regular,Jeff Malone,SG,32,TOT,77,73,33.2,0.0,2556.4,0.0
283,1993,regular,Karl Malone,PF,30,Utah Jazz,82,82,40.6,0.0,3329.2000000000003,0.0
284,1993,regular,Moses Malone,C,38,Philadelphia 76ers,55,0,11.2,0.0,616.0,0.0
285,1993,regular,Danny Manning,PF,27,TOT,68,66,37.1,0.0,2522.8,0.0
288,1993,regular,Roy Marble,SF,27,Denver Nuggets,5,0,6.4,0.0,32.0,0.0
289,1993,regular,Bob Martin,C,24,Los Angeles Clippers,53,1,10.1,0.0,535.3,0.0
290,1993,regular,Jamal Mashburn,SF,21,Dallas Mavericks,79,73,36.7,0.0,2899.3,0.0
291,1993,regular,Anthony Mason,PF,27,New York Knicks,73,12,26.1,0.0,1905.3000000000002,0.0
292,1993,regular,Marlon Maxey,PF,24,Minnesota Timberwolves,55,2,11.4,0.0,627.0,0.0
293,1993,regular,Vernon Maxwell,SG,28,Houston Rockets,75,73,34.3,0.0,2572.5,0.0
294,1993,regular,Lee Mayberry,PG,23,Milwaukee Bucks,82,6,18.0,0.0,1476.0,0.0
295,1993,regular,Xavier McDaniel,SF,30,Boston Celtics,82,5,24.0,0.0,1968.0,0.0
296,1993,regular,Derrick McKey,SF,27,Indiana Pacers,76,76,34.4,0.0,2614.4,0.0
297,1993,regular,Nate McMillan,PG,29,Seattle Supersonics,73,8,25.8,0.0,1883.4,0.0
298,1993,regular,Darnell Mee,SG,22,Denver Nuggets,38,0,7.5,0.0,285.0,0.0
299,1993,regular,Oliver Miller,C,23,Phoenix Suns,69,30,25.9,0.0,1787.1,0.0
300,1993,regular,Reggie Miller,SG,28,Indiana Pacers,79,79,33.4,0.0,2638.6,0.0
301,1993,regular,Chris Mills,SF,24,Cleveland Cavaliers,79,18,25.6,0.0,2022.4,0.0
302,1993,regular,Terry Mills,PF,26,Detroit Pistons,80,74,34.7,0.0,2776.0,0.0
303,1993,regular,Harold Miner,SG,22,Miami Heat,63,31,21.6,0.0,1360.8000000000002,0.0
304,1993,regular,Sam Mitchell,PF,30,Indiana Pacers,75,18,14.5,0.0,1087.5,0.0
305,1993,regular,Tracy Moore,SG,28,Detroit Pistons,3,0,3.3,0.0,9.899999999999999,0.0
306,1993,regular,Darren Morningstar,C,24,TOT,23,15,16.0,0.0,368.0,0.0
309,1993,regular,Chris Morris,SF,28,New Jersey Nets,50,27,27.0,0.0,1350.0,0.0
310,1993,regular,Alonzo Mourning,C,23,Charlotte Hornets,60,59,33.6,0.0,2016.0,0.0
311,1993,regular,Chris Mullin,SF,30,Golden State Warriors,62,39,37.5,0.0,2325.0,0.0
312,1993,regular,Eric Murdock,PG,25,Milwaukee Bucks,82,76,30.9,0.0,2533.7999999999997,0.0
313,1993,regular,Gheorghe Muresan,C,22,Washington Bullets,54,2,12.0,0.0,648.0,0.0
314,1993,regular,Tod Murphy,PF,30,TOT,9,0,7.4,0.0,66.60000000000001,0.0
317,1993,regular,Tracy Murray,SF,22,Portland Trailblazers,66,1,12.4,0.0,818.4,0.0
318,1993,regular,Jerrod Mustaf,PF,24,Phoenix Suns,33,2,5.9,0.0,194.70000000000002,0.0
319,1993,regular,Dikembe Mutombo,C,27,Denver Nuggets,82,82,34.8,0.0,2853.6,0.0
320,1993,regular,Pete Myers,SG,30,Chicago Bulls,82,81,24.8,0.0,2033.6000000000001,0.0
321,1993,regular,Larry Nance,PF,34,Cleveland Cavaliers,33,19,27.5,0.0,907.5,0.0
322,1993,regular,Chuck Nevitt,C,34,San Antonio Spurs,1,0,1.0,0.0,1.0,0.0
323,1993,regular,Johnny Newman,SF,30,TOT,81,18,21.0,0.0,1701.0,0.0
326,1993,regular,Ken Norman,SF,29,Milwaukee Bucks,82,75,31.0,0.0,2542.0,0.0
327,1993,regular,Shaquille O'Neal,C,21,Orlando Magic,81,81,39.8,0.0,3223.7999999999997,0.0
328,1993,regular,Dan O'Sullivan,C,25,Detroit Pistons,13,0,4.3,0.0,55.9,0.0
329,1993,regular,Charles Oakley,PF,30,New York Knicks,82,82,35.8,0.0,2935.6,0.0
330,1993,regular,Hakeem Olajuwon,C,31,Houston Rockets,80,80,41.0,0.0,3280.0,0.0
331,1993,regular,Jimmy Oliver,SG,24,Boston Celtics,44,6,12.3,0.0,541.2,0.0
332,1993,regular,Bo Outlaw,SF,22,Los Angeles Clippers,37,14,23.5,0.0,869.5,0.0
333,1993,regular,Doug Overton,PG,24,Washington Bullets,61,1,12.3,0.0,750.3000000000001,0.0
334,1993,regular,Billy Owens,PF,24,Golden State Warriors,79,72,34.7,0.0,2741.3,0.0
335,1993,regular,Robert Pack,PG,24,Denver Nuggets,66,4,20.9,0.0,1379.3999999999999,0.0
336,1993,regular,Gerald Paddio,SF,28,TOT,18,1,7.6,0.0,136.79999999999998,0.0
340,1993,regular,Robert Parish,C,40,Boston Celtics,74,74,26.9,0.0,1990.6,0.0
341,1993,regular,John Paxson,PG,33,Chicago Bulls,27,0,12.7,0.0,342.9,0.0
342,1993,regular,Gary Payton,PG,25,Seattle Supersonics,82,82,35.1,0.0,2878.2000000000003,0.0
343,1993,regular,Anthony Peeler,SG,24,Los Angeles Lakers,30,30,30.8,0.0,924.0,0.0
344,1993,regular,Mike Peplowski,C,23,Sacramento Kings,55,19,12.1,0.0,665.5,0.0
345,1993,regular,Will Perdue,C,28,Chicago Bulls,43,6,9.2,0.0,395.59999999999997,0.0
346,1993,regular,Sam Perkins,PF,32,Seattle Supersonics,81,41,26.8,0.0,2170.8,0.0
347,1993,regular,Elliot Perry,PG,24,Phoenix Suns,27,9,16.0,0.0,432.0,0.0
348,1993,regular,Tim Perry,PF,28,Philadelphia 76ers,80,68,29.2,0.0,2336.0,0.0
349,1993,regular,Chuck Person,SF,29,Minnesota Timberwolves,77,37,26.4,0.0,2032.8,0.0
350,1993,regular,Richard Petruska,C,25,Houston Rockets,22,0,4.2,0.0,92.4,0.0
351,1993,regular,Bobby Phills,SG,24,Cleveland Cavaliers,72,53,21.3,0.0,1533.6000000000001,0.0
352,1993,regular,Ricky Pierce,SG,34,Seattle Supersonics,51,0,20.0,0.0,1020.0,0.0
353,1993,regular,Ed Pinckney,PF,30,Boston Celtics,76,35,20.1,0.0,1527.6000000000001,0.0
354,1993,regular,Scottie Pippen,SF,28,Chicago Bulls,72,72,38.3,0.0,2757.6,0.0
355,1993,regular,Olden Polynice,C,29,TOT,68,65,35.3,0.0,2400.3999999999996,0.0
358,1993,regular,Terry Porter,PG,30,Portland Trailblazers,77,34,26.9,0.0,2071.2999999999997,0.0
359,1993,regular,Brent Price,PG,25,Washington Bullets,65,13,15.9,0.0,1033.5,0.0
360,1993,regular,Mark Price,PG,29,Cleveland Cavaliers,76,73,31.4,0.0,2386.4,0.0
361,1993,regular,Kurt Rambis,PF,35,Los Angeles Lakers,50,1,12.7,0.0,635.0,0.0
362,1993,regular,Mark Randall,PF,26,Denver Nuggets,28,0,5.5,0.0,154.0,0.0
363,1993,regular,Dino Rađa,PF,26,Boston Celtics,80,47,28.8,0.0,2304.0,0.0
364,1993,regular,JR Reid,PF,25,San Antonio Spurs,70,11,19.2,0.0,1344.0,0.0
365,1993,regular,Glen Rice,SF,26,Miami Heat,81,81,37.0,0.0,2997.0,0.0
366,1993,regular,Pooh Richardson,PG,27,Indiana Pacers,37,25,27.6,0.0,1021.2,0.0
367,1993,regular,Mitch Richmond,SG,28,Sacramento Kings,78,78,37.1,0.0,2893.8,0.0
368,1993,regular,Isaiah Rider,SG,22,Minnesota Timberwolves,79,60,30.6,0.0,2417.4,0.0
369,1993,regular,Eric Riley,C,23,Houston Rockets,47,2,4.7,0.0,220.9,0.0
370,1993,regular,Doc Rivers,PG,32,New York Knicks,19,19,26.3,0.0,499.7,0.0
371,1993,regular,Stanley Roberts,C,23,Los Angeles Clippers,14,14,25.0,0.0,350.0,0.0
372,1993,regular,Clifford Robinson,C,27,Portland Trailblazers,82,64,34.8,0.0,2853.6,0.0
373,1993,regular,David Robinson,C,28,San Antonio Spurs,80,80,40.5,0.0,3240.0,0.0
374,1993,regular,James Robinson,PG,23,Portland Trailblazers,58,3,11.6,0.0,672.8,0.0
375,1993,regular,Larry Robinson,SG,26,Houston Rockets,6,0,9.2,0.0,55.199999999999996,0.0
376,1993,regular,Rumeal Robinson,PG,27,TOT,31,0,12.8,0.0,396.8,0.0
379,1993,regular,Dennis Rodman,PF,32,San Antonio Spurs,79,51,37.8,0.0,2986.2,0.0
380,1993,regular,Rodney Rogers,SF,22,Denver Nuggets,79,14,17.8,0.0,1406.2,0.0
381,1993,regular,Tree Rollins,C,38,Orlando Magic,45,1,8.5,0.0,382.5,0.0
382,1993,regular,Sean Rooks,C,24,Dallas Mavericks,47,28,26.7,0.0,1254.8999999999999,0.0
383,1993,regular,Donald Royal,SF,27,Orlando Magic,74,0,18.3,0.0,1354.2,0.0
384,1993,regular,Bryon Russell,SF,23,Utah Jazz,67,48,16.7,0.0,1118.8999999999999,0.0
385,1993,regular,John Salley,PF,29,Miami Heat,76,45,25.1,0.0,1907.6000000000001,0.0
386,1993,regular,Danny Schayes,C,34,TOT,36,6,10.1,0.0,363.59999999999997,0.0
389,1993,regular,Steve Scheffler,C,26,Seattle Supersonics,35,1,4.3,0.0,150.5,0.0
390,1993,regular,Dwayne Schintzius,C,25,New Jersey Nets,30,7,10.6,0.0,318.0,0.0
391,1993,regular,Detlef Schrempf,SF,31,Seattle Supersonics,81,80,33.7,0.0,2729.7000000000003,0.0
392,1993,regular,Byron Scott,SG,32,Indiana Pacers,67,2,17.9,0.0,1199.3,0.0
393,1993,regular,Dennis Scott,SF,25,Orlando Magic,82,37,27.8,0.0,2279.6,0.0
394,1993,regular,Malik Sealy,SF,23,Indiana Pacers,43,5,14.5,0.0,623.5,0.0
395,1993,regular,Rony Seikaly,C,28,Miami Heat,72,60,33.5,0.0,2412.0,0.0
396,1993,regular,Brian Shaw,SG,27,Miami Heat,77,52,26.5,0.0,2040.5,0.0
397,1993,regular,Lionel Simmons,SF,25,Sacramento Kings,75,74,36.0,0.0,2700.0,0.0
398,1993,regular,Scott Skiles,PG,29,Orlando Magic,82,46,28.1,0.0,2304.2000000000003,0.0
399,1993,regular,Charles Smith,SF,28,New York Knicks,43,21,25.7,0.0,1105.1,0.0
400,1993,regular,Chris Smith,PG,23,Minnesota Timberwolves,80,16,20.2,0.0,1616.0,0.0
401,1993,regular,Doug Smith,PF,24,Dallas Mavericks,79,42,21.3,0.0,1682.7,0.0
402,1993,regular,Kenny Smith,PG,28,Houston Rockets,78,78,28.3,0.0,2207.4,0.0
